OCC2010,abstract,routine,manual,rti
8140,2.8183333333333334,3.1025,3.74,-1.216658885336663
8150,2.56,4.074999999999999,4.16,-0.9606515860718172
8160,3.333333333333333,2.7350000000000003,3.84,-1.543313735051627
8200,3.016666666666667,3.46,4.03,-1.256650255932684
8210,2.716666666666667,3.455,3.64,-1.0515668630136776
8220,2.9066666666666667,3.43125,3.9175,-1.2030456100174516
8250,3.3766666666666665,3.075,2.645,-1.0662551936442637
8255,3.22,3.825,4.31,-1.288760796393474
8256,3.11,3.585,3.525,-1.1177446884037912
8300,2.01,3.595,3.015,-0.522190561077123
8310,2.4,3.515,3.26,-0.8001564074698877
8320,2.31,2.82,3.505,-1.0547011600702332
8330,2.973333333333333,2.605,3.76,-1.456669940120281
8340,2.8666666666666667,3.73,3.89,-1.095150838565983
8350,2.64,3.4575,2.9850000000000003,-0.8074694312352559
8360,2.9633333333333334,3.9,3.52,-0.9837991973321084
8400,2.7099999999999995,3.685,3.48,-0.9397104030366924
8410,2.8466666666666662,3.84,3.405,-0.9259212921342088
8420,2.4766666666666666,3.765,3.54,-0.8452924359553844
8430,3.033333333333333,3.46,3.97,-1.2471596304841608
8440,3.5766666666666667,2.45,2.75,-1.3899441550963414
8450,2.813333333333333,2.255,3.75,-1.5429758869674337
8460,3.1411111111111105,2.7216666666666662,3.49,-1.393359890849312
