onet_soc,abstract,routine,manual,rti
51-8013.04,3.36,2.705,3.7350000000000003,-1.5345868802614486
51-8021.00,3.44,3.525,3.61,-1.2592988074658646
51-8031.00,3.4299999999999997,3.25,3.775,-1.3823056475371904
51-8091.00,2.66,4.225,3.145,-0.6831207521368745
51-8092.00,3.3966666666666665,3.495,3.4,-1.1952366145028657
51-8093.00,2.676666666666667,3.635,3.625,-0.9818174166117163
51-8099.01,3.3333333333333335,4.095,3.8,-1.1292071537532433
51-9011.00,3.3266666666666667,4.005,3.68,-1.11733997331578
51-9012.00,2.763333333333333,3.16,3.455,-1.1056881100999063
51-9021.00,2.4933333333333336,3.6550000000000002,3.615,-0.9026162657272625
51-9022.00,3.986666666666667,3.3049999999999997,4.525,-1.6971365637026161
51-9023.00,2.733333333333333,4.165,4.23,-1.0210075830414782
51-9031.00,2.4133333333333336,2.6500000000000004,3.515,-1.1634888029940127
51-9032.00,2.9133333333333336,3.9050000000000002,3.88,-1.062875271342867
51-9041.00,3.01,4.0,3.37,-0.9305584620051641
51-9051.00,2.893333333333333,3.46,4.005,-1.2086842314548385
51-9061.00,2.936666666666667,3.38,3.26,-1.0411266371636674
51-9071.00,3.2433333333333336,2.415,3.315,-1.4933599440630938
51-9071.06,2.54,2.955,2.9299999999999997,-0.9236678532013596
51-9081.00,3.8033333333333332,3.2199999999999998,3.6849999999999996,-1.4707670412908576
51-9082.00,3.2566666666666664,2.625,3.1550000000000002,-1.3646117773361712
51-9083.00,2.6366666666666667,4.02,3.04,-0.6900911058986535
51-9111.00,3.1300000000000003,4.285,3.94,-1.0570931758121613
51-9123.00,2.5466666666666664,2.37,2.9050000000000002,-1.1383287496671541
51-9124.00,2.8333333333333335,3.075,3.8449999999999998,-1.2649225765272871
51-9141.00,2.9966666666666666,3.64,3.295,-0.9979230461212405
51-9151.00,2.8366666666666664,2.51,2.5,-1.0386376326476356
51-9161.00,2.9233333333333333,3.9749999999999996,3.535,-0.955413068958223
51-9162.00,3.3000000000000003,3.89,3.885,-1.1926362946616902
51-9191.00,2.5,3.825,4.3149999999999995,-1.036829589131047
51-9192.00,2.733333333333333,3.34,3.785,-1.1305969455029008
51-9193.00,2.81,3.805,3.52,-0.9553294816420108
51-9194.00,3.3000000000000003,3.02,3.5549999999999997,-1.3570207003408603
51-9195.00,2.7733333333333334,3.63,3.7249999999999996,-1.045884169719771
51-9195.03,3.7266666666666666,3.375,4.62,-1.6295135598279977
51-9195.04,2.606666666666667,3.26,3.26,-0.9580722658891101
51-9195.05,2.806666666666667,2.475,3.5900000000000003,-1.4039093460656598
51-9196.00,2.83,3.7700000000000005,3.505,-0.9673922306817802
51-9197.00,3.01,3.71,4.145,-1.2128109907286986
51-9198.00,2.6,3.54,3.8600000000000003,-1.042051901358493
53-1041.00,3.143333333333333,3.315,3.6399999999999997,-1.2388098659880797
53-1042.00,3.3033333333333332,3.13,2.35,-0.9083143832777927
53-1042.01,3.546666666666667,2.67,2.875,-1.3399823970825442
53-1043.00,3.6199999999999997,3.535,3.565,-1.2949247803554027
53-2011.00,3.4466666666666668,3.685,4.625,-1.464613425735262
53-2012.00,4.0633333333333335,2.825,4.24,-1.8080585594705325
53-2021.00,3.69,3.4749999999999996,2.7199999999999998,-1.0606638593435862
53-2022.00,3.1533333333333338,3.29,4.04,-1.3538172215914555
53-2031.00,2.8066666666666666,3.115,2.3499999999999996,-0.7501837155027765
53-3011.00,3.376666666666667,2.725,4.07,-1.6180636009317786
53-3031.00,2.723333333333333,3.33,4.595000000000001,-1.3238530720190997
53-3032.00,2.3333333333333335,3.2350000000000003,4.52,-1.1817809262784795
53-3033.00,2.893333333333333,2.915,4.300000000000001,-1.4511544429012102
53-3051.00,2.66,2.565,4.3,-1.4949826668703916
53-3052.00,2.716666666666667,2.895,4.6,-1.4624768310547522
53-3053.00,2.5666666666666664,2.84,4.355,-1.37012859832288
53-4011.00,3.28,3.21,4.515000000000001,-1.5289776721230768
53-4013.00,3.08,2.645,4.385,-1.6304481574993668
53-4022.00,2.7733333333333334,3.1950000000000003,4.09,-1.2670078483902196
53-4031.00,2.5066666666666664,3.2750000000000004,2.9450000000000003,-0.8127447973099735
53-4041.00,2.3366666666666664,3.865,4.775,-1.0601577042716972
53-5011.00,3.233333333333333,3.2249999999999996,4.109999999999999,-1.4160036751016347
53-5021.00,3.1566666666666663,3.195,4.43,-1.4763291147574233
53-5022.00,2.703333333333333,3.0300000000000002,4.1,-1.296909933648196
53-5031.00,3.473333333333333,3.205,4.18,-1.5107139038211428
53-6011.00,2.07,2.8949999999999996,3.075,-0.7878683975108005
53-6021.00,2.36,2.7,3.745,-1.1858314629964182
53-6031.00,2.9766666666666666,2.415,4.29,-1.6653915520556875
53-6041.00,3.276666666666667,2.95,3.29,-1.2959090399165176
53-6051.00,3.426666666666667,2.5700000000000003,2.65,-1.262241712449912
53-6051.01,3.8000000000000003,2.945,3.465,-1.4976048822706567
53-6051.07,2.3433333333333333,3.1,3.75,-1.0419281456456826
53-6061.00,1.95,1.895,2.66,-1.0069366568348737
53-7011.00,2.893333333333333,3.79,4.0600000000000005,-1.1312261945234554
53-7021.00,3.02,3.365,4.255,-1.3399236303154247
53-7031.00,2.766666666666667,2.38,3.945,-1.5229916927488967
53-7041.00,2.92,3.845,4.505,-1.2299979043828841
53-7051.00,3.0966666666666662,3.305,4.62,-1.4652844959476352
53-7061.00,2.796666666666667,2.535,3.95,-1.4719501736808893
53-7062.00,2.643333333333333,3.675,3.795,-1.00417202516144
53-7062.04,2.4766666666666666,2.875,3.935,-1.220771777681611
53-7063.00,2.08,3.6450000000000005,3.3449999999999998,-0.6464782218327968
53-7064.00,3.0233333333333334,3.455,3.2849999999999997,-1.055904170175876
53-7065.00,2.526666666666667,2.575,2.8049999999999997,-1.0124549158451308
53-7071.00,3.19,3.675,3.9450000000000003,-1.2309167384297908
53-7072.00,3.6633333333333336,3.3200000000000003,4.205,-1.5346829902439345
53-7073.00,3.36,2.95,3.75,-1.4518916436057039
53-7081.00,1.5133333333333334,3.0949999999999998,4.24,-0.7290900864924539
53-7121.00,3.526666666666667,4.005,4.23,-1.3150115502999078
11-1031.00,4.144444444444445,2.0033333333333334,2.098333333333333,-1.4747479201677731
11-2020.00,3.8049999999999997,1.7650000000000001,1.875,-1.3955803950024044
11-2031.00,3.3466666666666662,2.0,1.925,-1.1697436127752756
11-3011.00,3.7399999999999998,2.5066666666666664,2.551666666666667,-1.3314877935466498
11-3040.00,3.7333333333333334,2.7234375,2.2609375,-1.1253356158916972
11-9011.00,3.6533333333333338,2.635,3.41,-1.5534691021538598
11-9012.00,3.6533333333333338,2.635,3.41,-1.5534691021538598
11-9030.00,3.716666666666667,1.8566666666666667,1.8183333333333334,-1.2953017717934878
11-9061.00,3.70030303030303,2.3595454545454544,2.364090909090909,-1.3013871092987328
11-9199.00,3.8672222222222223,2.1508333333333334,2.3241666666666667,-1.394444800746477
13-1030.00,3.4699999999999998,2.8525,3.1225,-1.3265119799563023
13-1070.00,2.931111111111111,2.5450000000000004,2.268333333333333,-0.93989689781188
13-1199.00,3.716666666666667,1.9324999999999999,1.7525,-1.1955552093865482
13-2021.00,3.8383333333333334,2.2300000000000004,2.3825,-1.4108726490571808
13-2051.00,3.8583333333333334,2.215,1.715,-1.0655998845281542
13-2070.00,3.5199999999999996,2.545,2.3925,-1.1967830692736001
13-2099.00,4.048333333333333,2.3125,1.845,-1.1403079697785024
15-1021.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1030.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1041.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1061.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1071.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1081.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1111.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1121.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1122.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1131.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1134.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1141.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1142.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1143.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1150.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-1199.00,3.890579710144927,2.415217391304348,2.1880434782608695,-1.2513154620939393
15-2090.00,4.31,2.12,1.6749999999999998,-1.2253349807087648
17-1010.00,3.831666666666667,1.915,2.265,-1.5163523736030697
17-1020.00,3.851111111111111,2.4883333333333333,3.25,-1.6158631998809503
17-2070.00,3.947777777777778,2.4633333333333334,2.3349999999999995,-1.332140634223991
17-2110.00,3.8499999999999996,2.2533333333333334,2.16,-1.3075443829838285
17-2199.00,3.8883333333333336,2.17125,2.25375,-1.3909460942578074
17-3010.00,3.387777777777778,2.4600000000000004,2.3499999999999996,-1.171210476533459
17-3020.00,3.517222222222222,2.7404166666666665,3.184583333333333,-1.4053592535638615
19-1010.00,4.19,2.373333333333333,2.6083333333333334,-1.530270142810025
19-1020.00,4.264285714285714,2.4935714285714283,2.6199999999999997,-1.4924851889264075
19-1030.00,3.8791666666666664,2.0975,2.9825,-1.7046813375710361
19-1040.00,4.288333333333334,2.5075,2.3175,-1.3574431451785096
19-1099.00,4.1570833333333335,2.37375,2.6706250000000002,-1.5357386494722556
19-2010.00,4.221666666666667,1.69,1.5925,-1.384678050276671
19-2030.00,3.9449999999999994,2.3625,2.1,-1.2660270183830744
19-2040.00,4.133333333333334,1.9033333333333335,2.0308333333333333,-1.4693022659826136
19-2099.00,4.32,2.5,2.565,-1.4889231490045967
19-3020.00,4.316666666666666,2.0,1.695,-1.2970190597499052
19-3030.00,4.062666666666667,1.8049999999999997,1.842,-1.4004431072457089
19-3090.00,4.200666666666667,1.759,1.677,-1.369302806317461
19-4011.00,3.291111111111111,3.2483333333333335,3.4800000000000004,-1.2526339494215193
19-4041.00,3.2683333333333335,2.5925000000000002,2.9375,-1.3121949139266786
19-4090.00,3.4655555555555555,2.7883333333333336,2.9149999999999996,-1.29188910327999
21-1010.00,3.6986666666666665,2.0780000000000003,1.7770000000000004,-1.1500453571356277
21-1020.00,3.598888888888889,1.9833333333333334,1.9933333333333334,-1.2830645123743472
21-1090.00,3.7383333333333333,2.38875,2.41125,-1.310665888188498
21-2099.00,3.335,1.61,1.7175,-1.2856087219795556
23-1020.00,3.7066666666666666,2.1166666666666667,1.8166666666666664,-1.1570377786794455
23-2090.00,3.513333333333333,2.75,2.14,-1.0057701718003869
25-1000.00,4.210144927536232,1.7982608695652176,1.86695652173913,-1.4684901767119636
25-2010.00,3.148333333333333,1.685,2.06,-1.3424566315243323
25-2020.00,3.8077777777777775,1.9833333333333334,1.9433333333333334,-1.3163830043036613
25-2030.00,3.893333333333333,2.0425,2.325,-1.4892469037030907
25-2040.00,3.620833333333333,1.8520833333333335,2.0220833333333332,-1.3674427181483801
25-2050.00,3.588666666666667,1.764,1.9330000000000003,-1.3593513068829464
25-3000.00,3.418333333333333,1.9025,2.0837499999999998,-1.3006832834867794
25-4010.00,3.6466666666666665,2.1683333333333334,2.5283333333333333,-1.4446943946501258
25-4021.00,3.6966666666666668,2.0,2.105,-1.3585997992685654
25-9041.00,3.3611111111111107,1.7716666666666665,1.9616666666666667,-1.3111141929181234
27-1010.00,3.5124999999999997,2.3,2.8737499999999994,-1.480915800057869
27-1020.00,3.4323809523809525,2.192142857142857,2.6207142857142856,-1.416782653651261
27-2020.00,3.2277777777777774,2.14,2.381666666666667,-1.2237238787097322
27-2030.00,2.8550000000000004,2.37,1.7375,-0.7363606694918754
27-2040.00,3.2916666666666665,2.4275,2.56,-1.24352605513602
27-2099.00,3.241666666666666,2.32125,2.255833333333334,-1.1222893229365838
27-3010.00,3.7466666666666666,3.0300000000000002,2.3449999999999998,-1.0645893381743998
27-3020.00,3.9766666666666666,2.37,2.4,-1.393022729648575
27-3090.00,2.876666666666667,2.9325,2.38,-0.7367469916505404
27-4010.00,3.538888888888889,2.7716666666666665,3.2133333333333334,-1.4178059156019893
27-4030.00,3.618333333333333,2.38,2.7875,-1.4371953889775915
27-4099.00,3.5461111111111117,2.5541666666666667,3.0325,-1.4399027240557487
29-1020.00,3.751666666666667,2.72625,3.1925,-1.4773632905537335
29-1060.00,3.716363636363636,2.5931818181818183,2.7986363636363634,-1.372023721364162
29-1111.00,3.8065000000000007,2.3305,2.6385000000000005,-1.4726832255596558
29-1121.00,3.7333333333333334,2.2655000000000003,2.6845,-1.5125038818636503
29-1129.00,3.7333333333333334,2.2655000000000003,2.6845,-1.5125038818636503
29-1199.00,3.8065000000000007,2.3305,2.6385000000000005,-1.4726832255596558
29-2010.00,3.147777777777778,3.4650000000000003,3.0066666666666664,-0.995050348870735
29-2021.00,3.2763999999999998,2.9994000000000005,2.9337999999999997,-1.1660960671398692
29-2030.00,3.3672222222222223,3.359166666666667,3.1824999999999997,-1.1524497516025398
29-2041.00,3.2763999999999998,2.9994000000000005,2.9337999999999997,-1.1660960671398692
29-2050.00,3.151666666666667,2.606666666666667,2.864166666666667,-1.2442147892824142
29-2071.00,3.2763999999999998,2.9994000000000005,2.9337999999999997,-1.1660960671398692
29-2090.00,3.354,2.5330000000000004,2.742,-1.2826502273307818
29-9000.00,3.555,2.2162499999999996,2.3937500000000003,-1.303724645457108
31-1010.00,3.1293333333333333,2.69,2.8609999999999998,-1.1991777226545193
31-2010.00,3.6966666666666663,2.4825,2.47,-1.3088382404253462
31-2020.00,3.3400000000000003,2.1175,2.745,-1.464458279419351
33-1099.00,3.1533333333333338,2.425,3.0,-1.3612408586743405
33-2020.00,3.415,2.4775,3.445,-1.5581640504027292
33-3010.00,3.215,2.48,3.0825,-1.3959999518132964
33-9030.00,3.6949999999999994,3.405,3.125,-1.2213261616205393
35-2010.00,2.4899999999999998,2.314,2.832,-1.0894745068047338
35-3021.00,2.3066666666666666,2.6900000000000004,2.6624999999999996,-0.8080628639299947
35-3022.00,2.3066666666666666,2.6900000000000004,2.6624999999999996,-0.8080628639299947
35-9099.00,2.3722222222222222,2.07,2.8383333333333334,-1.1713459975151947
37-3010.00,2.75,2.78,4.073333333333333,-1.3926939276277739
39-1010.00,2.563333333333333,3.3949999999999996,2.145,-0.4821442862187638
39-1021.00,3.2433333333333336,2.4050000000000002,2.4,-1.1745204413259793
39-3010.00,2.173333333333333,3.0875,2.8075,-0.6836527709125229
39-3090.00,2.7422222222222223,2.3,2.8966666666666665,-1.21035572441403
39-4000.00,2.9711111111111106,2.23,3.276666666666666,-1.4718820321336794
39-5090.00,2.735,2.11125,3.02625,-1.3662917759011963
39-6010.00,3.06,2.1625,2.8775,-1.3802258284923652
39-6020.00,3.06,2.1625,2.8775,-1.3802258284923652
39-6030.00,3.06,2.1625,2.8775,-1.3802258284923652
39-7010.00,3.0616666666666665,2.21,2.445,-1.2162489190067785
39-9021.00,3.2060000000000004,2.0699999999999994,2.382,-1.2914675746554356
39-9030.00,3.5716666666666668,2.2625,2.42,-1.336828869739564
39-9099.00,3.2060000000000004,2.0699999999999994,2.382,-1.2914675746554356
41-2010.00,2.4533333333333336,2.9125,2.5324999999999998,-0.759450799040583
41-3099.00,3.360833333333334,2.1862500000000002,2.17875,-1.2019659173279564
41-4010.00,3.031111111111111,2.2116666666666664,2.4466666666666668,-1.1797599189572783
41-9010.00,2.6066666666666665,2.0125,2.1075,-0.931799220301283
41-9020.00,3.6066666666666665,2.115,2.445,-1.4175618083393402
41-9099.00,2.4433333333333334,1.54,2.2800000000000002,-1.2857562537712621
43-2099.00,2.51,2.8025,2.2325,-0.6900262463793785
43-3099.00,2.904761904761905,3.0507142857142853,2.2271428571428573,-0.7297561166604757
43-4199.00,3.13,2.90125,2.243125,-0.8751073844093373
43-5030.00,3.3533333333333335,3.29,3.06,-1.130573555872934
43-5081.00,2.91969696969697,3.148181818181818,3.2959090909090913,-1.0919446015969854
43-6010.00,3.1883333333333335,2.7699999999999996,2.31,-0.9729586105796351
43-9011.00,2.862916666666667,3.064375,2.4487500000000004,-0.8175151404192484
43-9199.00,3.7733333333333334,2.275,1.47,-0.8912411324946583
45-1010.00,2.986666666666667,2.765,3.675,-1.3786704360092312
45-2090.00,2.8211111111111116,2.5533333333333332,3.7016666666666667,-1.4145990140033102
45-3011.00,2.926666666666667,2.25,3.9850000000000003,-1.6454712150047655
45-3021.00,2.926666666666667,2.25,3.9850000000000003,-1.6454712150047655
45-4020.00,2.4933333333333336,3.4250000000000003,4.351666666666667,-1.1402904486097516
47-2020.00,3.08,2.5625,4.2299999999999995,-1.6285523497545102
47-2040.00,2.9483333333333337,2.31125,3.9787500000000007,-1.6511918416619302
47-2050.00,2.7666666666666666,3.3899999999999997,4.199999999999999,-1.2370817146115232
47-2080.00,2.206666666666667,2.385,3.785,-1.262526131882526
47-2130.00,2.8016666666666667,2.1925,3.955,-1.6240087693734018
47-2150.00,3.057777777777778,2.5116666666666667,3.7916666666666665,-1.5189203854704063
47-3010.00,3.0611111111111113,2.7374999999999994,4.110833333333333,-1.5149703373298946
47-4090.00,3.2383333333333333,2.665,3.73,-1.5113279427437507
47-5010.00,2.936666666666667,3.9316666666666666,4.113333333333333,-1.1166635590694134
47-5021.00,3.0716666666666663,3.19,4.55,-1.484692416334723
47-5031.00,3.293333333333333,3.34,4.22,-1.425764544150978
47-5040.00,2.6088888888888886,3.6233333333333335,4.578333333333333,-1.195141951670838
47-5061.00,2.9227777777777777,3.4737500000000003,4.3566666666666665,-1.2961358699599568
49-2020.00,3.541666666666667,2.355,4.237500000000001,-1.8531270681677243
49-3040.00,3.241111111111111,2.796666666666667,4.445,-1.6383170570852819
49-3050.00,3.19,2.3533333333333335,4.396666666666667,-1.7894570729928507
49-3090.00,2.936666666666667,2.2266666666666666,3.965,-1.6866005855132429
49-9010.00,3.036666666666667,2.5975,4.1975,-1.591895820949361
49-9042.00,3.1583333333333337,3.3425000000000002,4.07,-1.3437136657487732
49-9060.00,2.9250000000000003,2.18125,3.4087500000000004,-1.522622687703848
51-2020.00,2.7533333333333334,2.9316666666666666,3.296666666666667,-1.129826100870378
51-2090.00,2.7266666666666666,2.835,3.4250000000000003,-1.1921393964810192
51-3020.00,2.6999999999999997,3.598333333333333,3.4983333333333335,-0.9573625870519731
51-3099.00,3.0877777777777777,3.7183333333333333,3.625,-1.1067028804196726
51-4010.00,2.916875,3.664375,3.7246875,-1.0849136359372364
51-4050.00,2.783333333333333,3.415,3.7675,-1.1419620401322004
51-4060.00,2.955,3.4274999999999998,3.645,-1.144303711367467
51-4070.00,2.4233333333333333,3.52,3.6900000000000004,-0.9296542830238642
51-4120.00,2.8183333333333334,3.1025,3.74,-1.2166588853366633
51-4199.00,2.9066666666666667,3.43125,3.9175000000000004,-1.2030456100174516
51-5010.00,3.2355555555555555,3.4949999999999997,3.4933333333333336,-1.1575868928138429
51-5021.00,3.2355555555555555,3.4949999999999997,3.4933333333333336,-1.1575868928138429
51-5022.00,3.2355555555555555,3.4949999999999997,3.4933333333333336,-1.1575868928138429
51-5023.00,3.2355555555555555,3.4949999999999997,3.4933333333333336,-1.1575868928138429
51-6050.00,2.6399999999999997,3.4574999999999996,2.9850000000000003,-0.8074694312352559
51-6099.00,3.1411111111111105,2.7216666666666662,3.4899999999999998,-1.3933598908493119
51-7030.00,3.5216666666666665,3.2225,3.6375,-1.3809324449444302
51-7099.00,2.981666666666667,2.994166666666667,3.6283333333333334,-1.2859074934901815
51-8010.00,3.3086666666666664,3.248,3.2689999999999997,-1.1976185392696457
51-8090.00,3.016666666666667,3.8625,3.4924999999999997,-0.9973454842511749
51-9010.00,3.045,3.5825,3.5675,-1.111514041707843
51-9020.00,3.071111111111111,3.7083333333333335,4.123333333333334,-1.2069201374904523
51-9030.00,2.6633333333333336,3.2775000000000003,3.6975,-1.11318203716844
51-9080.00,3.2322222222222217,3.2883333333333327,3.293333333333333,-1.1751566415085608
51-9120.00,2.69,2.7225,3.375,-1.2016256630972206
51-9130.00,2.903518518518519,3.4163888888888887,3.654722222222222,-1.1324647625157624
51-9199.00,2.8815151515151514,3.431818181818181,3.8072727272727267,-1.158128289171666
53-1000.00,3.403333333333333,3.1625,3.1075,-1.195507856675955
53-2010.00,3.755,3.255,4.4325,-1.6363359926028973
53-2020.00,3.421666666666667,3.3825,3.38,-1.2072405404675208
53-3020.00,2.7528571428571427,2.9292857142857143,4.3914285714285715,-1.414634305482656
53-3030.00,2.65,3.16,4.471666666666667,-1.3189294803995966
53-3041.00,2.7528571428571427,2.9292857142857143,4.3914285714285715,-1.414634305482656
53-3099.00,2.7528571428571427,2.9292857142857143,4.3914285714285715,-1.414634305482656
53-4010.00,3.1799999999999997,2.9275,4.45,-1.5797129148112217
53-4021.00,2.7733333333333334,3.1950000000000003,4.09,-1.2670078483902196
53-5020.00,2.9299999999999997,3.1125,4.265,-1.3866195242028097
53-7030.00,2.766666666666667,2.38,3.945,-1.5229916927488967
53-7070.00,3.404444444444444,3.315,3.966666666666667,-1.4058304574264764
53-7111.00,3.526666666666667,4.005,4.23,-1.3150115502999078
53-7199.00,3.526666666666667,4.005,4.23,-1.3150115502999078
