STATEFIP,YEAR,industry,emp_weighted,n_obs,total_emp,emp_share
35,2004,Utilities,148308.6787,131,10037190.5771,0.01477591538795412
35,2004,Wholesale trade,272307.6195,227,10037190.5771,0.02712986441856289
35,2005,Construction,1027731.0447,688,10413008.8336,0.09869683788068884
35,2005,Education and health services,2065820.1873,1500,10413008.8336,0.19838840246002193
35,2005,Financial activities,644581.7771,463,10413008.8336,0.06190158746625727
35,2005,Government,701977.6611,528,10413008.8336,0.06741352785900896
35,2005,Information,180718.8449,126,10413008.8336,0.01735510338922104
35,2005,Leisure and hospitality,228751.0847,159,10413008.8336,0.021967818173925034
35,2005,Manufacturing - Durable goods,381949.9518,276,10413008.8336,0.03668007565378697
35,2005,Manufacturing - Nondurable goods,174015.8757,120,10413008.8336,0.016711392305603086
35,2005,Mining and logging,237074.6743,154,10413008.8336,0.022767163467203
35,2005,Other services,359344.9851,262,10413008.8336,0.03450923655615173
35,2005,Professional and business services,1656997.7255,1162,10413008.8336,0.1591276596398642
35,2005,Retail trade,1930120.8874,1380,10413008.8336,0.1853566935593116
35,2005,Transportation and warehousing,503473.2574,352,10413008.8336,0.04835041105270421
35,2005,Utilities,113693.0314,85,10413008.8336,0.010918365019833936
35,2005,Wholesale trade,206757.8452,143,10413008.8336,0.019855725516418236
35,2006,Construction,1019448.4323,689,10462650.4956,0.09743691932830237
35,2006,Education and health services,2142588.6291,1490,10462650.4956,0.2047844979626388
35,2006,Financial activities,669597.3711,452,10462650.4956,0.06399882815368771
35,2006,Government,637522.383,457,10462650.4956,0.060933162516334266
35,2006,Information,147235.5748,97,10462650.4956,0.014072492898612924
35,2006,Leisure and hospitality,299956.7408,211,10462650.4956,0.02866928804762664
35,2006,Manufacturing - Durable goods,437520.0994,310,10462650.4956,0.041817329135097864
35,2006,Manufacturing - Nondurable goods,164234.667,111,10462650.4956,0.01569723341796305
35,2006,Mining and logging,206043.131,138,10462650.4956,0.019693205950695774
35,2006,Other services,379152.9537,263,10462650.4956,0.03623870967107717
35,2006,Professional and business services,1604090.6584,1122,10462650.4956,0.15331589821093516
35,2006,Retail trade,1889076.5537,1295,10462650.4956,0.18055430165563105
35,2006,Transportation and warehousing,441253.9354,304,10462650.4956,0.04217420199456787
35,2006,Utilities,123057.2031,82,10462650.4956,0.011761570660489032
35,2006,Wholesale trade,301872.1628,197,10462650.4956,0.028852360396340333
35,2007,Construction,937569.1921,610,10691449.8986,0.08769336254596961
35,2007,Education and health services,2268604.2524,1569,10691449.8986,0.212188643627939
35,2007,Financial activities,543420.6585,364,10691449.8986,0.050827592483144744
35,2007,Government,676894.8283,470,10691449.8986,0.06331178976844258
35,2007,Information,151603.2638,96,10691449.8986,0.01417986009735235
35,2007,Leisure and hospitality,261443.2293,178,10691449.8986,0.024453486831026994
35,2007,Manufacturing - Durable goods,433964.8802,303,10691449.8986,0.040589899809269636
35,2007,Manufacturing - Nondurable goods,178888.7786,122,10691449.8986,0.01673194751849557
35,2007,Mining and logging,283338.6639,164,10691449.8986,0.02650142558654294
35,2007,Other services,378075.3438,250,10691449.8986,0.03536240148770723
35,2007,Professional and business services,1844189.8307999999,1228,10691449.8986,0.1724920238406101
35,2007,Retail trade,1831490.8453,1182,10691449.8986,0.1713042536484996
35,2007,Transportation and warehousing,476468.05449999997,316,10691449.8986,0.044565335760717674
35,2007,Utilities,125999.4752,80,10691449.8986,0.0117850690406826
35,2007,Wholesale trade,299498.6019,195,10691449.8986,0.028012907953599266
35,2008,Construction,955095.9908,571,10745246.3448,0.08888544386534278
35,2008,Education and health services,2410377.807,1533,10745246.3448,0.22432038593200482
35,2008,Financial activities,537914.9203,340,10745246.3448,0.05006073411805173
35,2008,Government,695336.4574,455,10745246.3448,0.06471107642278463
35,2008,Information,129881.0969,87,10745246.3448,0.012087307515555845
35,2008,Leisure and hospitality,283242.7738,176,10745246.3448,0.026359821330394266
35,2008,Manufacturing - Durable goods,505381.9023,329,10745246.3448,0.0470330680268277
35,2008,Manufacturing - Nondurable goods,209673.4127,131,10745246.3448,0.01951313222348488
35,2008,Mining and logging,291127.3849,156,10745246.3448,0.02709359800214229
35,2008,Other services,393207.3439,236,10745246.3448,0.0365936090511584
35,2008,Professional and business services,1678551.6445,1054,10745246.3448,0.15621341667167174
35,2008,Retail trade,1788746.8029,1064,10745246.3448,0.166468663956284
35,2008,Transportation and warehousing,449414.6925,268,10745246.3448,0.0418245127267359
35,2008,Utilities,198837.5243,121,10745246.3448,0.01850469667419253
35,2008,Wholesale trade,218456.5906,127,10745246.3448,0.02033053348336856
35,2009,Construction,879266.136,531,10253188.3757,0.08575538688861466
35,2009,Education and health services,2248148.7393,1379,10253188.3757,0.2192633800260707
35,2009,Financial activities,505124.1039,298,10253188.3757,0.049265075934539666
35,2009,Government,866672.917,514,10253188.3757,0.08452716220975809
35,2009,Information,135337.1973,90,10253188.3757,0.013199523147428794
35,2009,Leisure and hospitality,388401.0858,247,10253188.3757,0.03788100555340507
35,2009,Manufacturing - Durable goods,407863.2699,238,10253188.3757,0.03977916477830776
35,2009,Manufacturing - Nondurable goods,226166.1458,133,10253188.3757,0.022058128409696686
35,2009,Mining and logging,269108.3586,151,10253188.3757,0.026246309805229493
35,2009,Other services,308263.6382,188,10253188.3757,0.030065149191112406
35,2009,Professional and business services,1683701.352,996,10253188.3757,0.16421246643535417
35,2009,Retail trade,1632175.4805,968,10253188.3757,0.15918711533363095
35,2009,Transportation and warehousing,405994.3109,227,10253188.3757,0.039596884015337536
35,2009,Utilities,153121.459,94,10253188.3757,0.014934033530769513
35,2009,Wholesale trade,143844.1815,84,10253188.3757,0.014029214740744441
35,2010,Construction,776472.5452,443,9911459.351,0.07834088984299362
35,2010,Education and health services,2281785.0279,1341,9911459.351,0.23021685778994627
35,2010,Financial activities,540487.8588,313,9911459.351,0.05453161231453453
35,2010,Government,895630.0902,546,9911459.351,0.09036308968059652
35,2010,Information,126509.2021,69,9911459.351,0.012763932900278309
35,2010,Leisure and hospitality,311854.1073,190,9911459.351,0.03146399498359805
35,2010,Manufacturing - Durable goods,383914.1658,209,9911459.351,0.038734373234478904
35,2010,Manufacturing - Nondurable goods,198749.906,116,9911459.351,0.02005253706457944
35,2010,Mining and logging,288049.1106,155,9911459.351,0.0290622299299384
35,2010,Other services,349066.2377,202,9911459.351,0.03521845021387103
35,2010,Professional and business services,1536913.3332,895,9911459.351,0.15506428254129254
35,2010,Retail trade,1574517.4056,890,9911459.351,0.15885828209961247
35,2010,Transportation and warehousing,322847.0721,185,9911459.351,0.03257311165458464
35,2010,Utilities,145305.6714,86,9911459.351,0.014660371016437617
35,2010,Wholesale trade,179357.6171,104,9911459.351,0.018095984733257672
35,2011,Construction,834695.656,437,9970695.0688,0.08371489151362221
35,2011,Education and health services,2314014.2647,1303,9970695.0688,0.23208153982573834
35,2011,Financial activities,456312.22,256,9970695.0688,0.0457653370052283
35,2011,Government,839810.1544,488,9970695.0688,0.08422784455899256
35,2011,Information,119711.66500000001,61,9970695.0688,0.012006351029087045
35,2011,Leisure and hospitality,251491.8965,141,9970695.0688,0.025223105787976697
35,2011,Manufacturing - Durable goods,323410.6192,182,9970695.0688,0.032436115733998
35,2011,Manufacturing - Nondurable goods,152631.1521,90,9970695.0688,0.01530797512578725
35,2011,Mining and logging,208629.0903,103,9970695.0688,0.02092422733424432
35,2011,Other services,268726.9255,158,9970695.0688,0.026951674245950238
35,2011,Professional and business services,1810863.8807,1019,9970695.0688,0.18161862018692168
35,2011,Retail trade,1841459.6238,983,9970695.0688,0.18468718691059363
35,2011,Transportation and warehousing,302447.8028,171,9970695.0688,0.03033367289973701
35,2011,Utilities,126424.231,68,9970695.0688,0.012679580523488568
35,2011,Wholesale trade,120065.8868,68,9970695.0688,0.01204187731863414
35,2012,Construction,803975.39,422,10271512.0067,0.078272350699252
35,2012,Education and health services,2465820.7556,1327,10271512.0067,0.2400640484080212
35,2012,Financial activities,505769.7383,279,10271512.0067,0.04924004742145964
35,2012,Government,859828.3581,451,10271512.0067,0.0837100085692489
35,2012,Information,136800.3912,67,10271512.0067,0.013318427813818116
35,2012,Leisure and hospitality,257357.5012,137,10271512.0067,0.025055464184058625
35,2012,Manufacturing - Durable goods,388377.3002,213,10271512.0067,0.03781111290593493
35,2012,Manufacturing - Nondurable goods,127257.568,67,10271512.0067,0.012389370514972988
35,2012,Mining and logging,177973.3984,90,10271512.0067,0.017326893867612658
35,2012,Other services,280251.955,152,10271512.0067,0.027284391510927954
35,2012,Professional and business services,1830511.6988,970,10271512.0067,0.17821248688664107
35,2012,Retail trade,1865507.8528,949,10271512.0067,0.18161959520498527
35,2012,Transportation and warehousing,263302.8648,151,10271512.0067,0.025634284867529753
35,2012,Utilities,150145.5082,77,10271512.0067,0.014617663699566496
35,2012,Wholesale trade,158631.7261,93,10271512.0067,0.015443853445970388
35,2013,Construction,720725.2701,384,9939964.8611,0.07250782876713725
35,2013,Education and health services,2393704.054,1286,9939964.8611,0.2408161484924105
35,2013,Financial activities,498405.9285,280,9939964.8611,0.050141618754660694
35,2013,Government,799926.4981,444,9939964.8611,0.0804757873169661
35,2013,Information,88265.4593,43,9939964.8611,0.008879856270460916
35,2013,Leisure and hospitality,317271.3337,164,9939964.8611,0.03191875807746964
35,2013,Manufacturing - Durable goods,278668.9853,152,9939964.8611,0.028035208292392422
35,2013,Manufacturing - Nondurable goods,153425.6262,80,9939964.8611,0.015435228227056454
35,2013,Mining and logging,296791.6649,154,9939964.8611,0.029858421940855407
35,2013,Other services,310440.271,162,9939964.8611,0.031231526000147787
35,2013,Professional and business services,1685596.435,919,9939964.8611,0.1695777056110704
35,2013,Retail trade,1821244.9285,945,9939964.8611,0.18322448358217366
35,2013,Transportation and warehousing,276379.653,159,9939964.8611,0.027804892357478076
35,2013,Utilities,116708.9241,62,9939964.8611,0.011741381959682752
35,2013,Wholesale trade,182409.8294,100,9939964.8611,0.018351154350037986
35,2014,Construction,664427.4661,492,9905195.430499999,0.06707868317813298
35,2014,Education and health services,2316524.7016,1685,9905195.430499999,0.2338696614169747
35,2014,Financial activities,446062.9677,367,9905195.430499999,0.045033232391002244
35,2014,Government,834180.0932,575,9905195.430499999,0.08421641945916578
35,2014,Information,84860.8442,55,9905195.430499999,0.0085673063994979
35,2014,Leisure and hospitality,289991.6052,219,9905195.430499999,0.029276717176832286
35,2014,Manufacturing - Durable goods,264054.3834,200,9905195.430499999,0.02665816997279285
35,2014,Manufacturing - Nondurable goods,206572.9535,149,9905195.430499999,0.020855010378081205
35,2014,Mining and logging,268415.0877,201,9905195.430499999,0.027098414118463365
35,2014,Other services,399984.7292,283,9905195.430499999,0.0403813061545833
35,2014,Professional and business services,1594438.3172,1132,9905195.430499999,0.160969899926499
35,2014,Retail trade,1793467.8612,1270,9905195.430499999,0.18106334940929766
35,2014,Transportation and warehousing,347903.0371,243,9905195.430499999,0.03512328853489753
35,2014,Utilities,185473.3784,149,9905195.430499999,0.018724858050643993
35,2014,Wholesale trade,208838.0048,163,9905195.430499999,0.02108368343313527
35,2015,Construction,634289.7821,678,10011788.1281,0.06335429535506691
35,2015,Education and health services,2291629.1229,2521,10011788.1281,0.22889309018317158
35,2015,Financial activities,621802.3715,674,10011788.1281,0.06210702459381782
35,2015,Government,746516.5084,779,10011788.1281,0.07456375413146814
35,2015,Information,88862.5687,97,10011788.1281,0.008875793970368808
35,2015,Leisure and hospitality,300465.5279,341,10011788.1281,0.030011175232193134
35,2015,Manufacturing - Durable goods,293588.5084,315,10011788.1281,0.029324282999556056
35,2015,Manufacturing - Nondurable goods,236603.0294,258,10011788.1281,0.023632444711442532
35,2015,Mining and logging,230446.9933,253,10011788.1281,0.02301756592842855
35,2015,Other services,365046.0318,412,10011788.1281,0.03646162175320395
35,2015,Professional and business services,1592315.6421,1692,10011788.1281,0.1590440810099508
35,2015,Retail trade,1851026.3172,1941,10011788.1281,0.18488468728225882
35,2015,Transportation and warehousing,384053.5421,393,10011788.1281,0.0383601347917142
35,2015,Utilities,204453.9923,221,10011788.1281,0.02042132630894982
35,2015,Wholesale trade,170688.19,197,10011788.1281,0.017048721748408848
35,2016,Construction,760009.3344,857,10110786.9176,0.07516816847134225
35,2016,Education and health services,2288081.2614,2734,10110786.9176,0.2263010070380479
35,2016,Financial activities,511206.2802,600,10110786.9176,0.05056048400249989
35,2016,Government,726260.5962,870,10110786.9176,0.0718302741536158
35,2016,Information,103824.3037,123,10110786.9176,0.010268666973811055
35,2016,Leisure and hospitality,308149.16849999997,351,10110786.9176,0.030477268585652816
35,2016,Manufacturing - Durable goods,281062.9795,332,10110786.9176,0.027798328833411514
35,2016,Manufacturing - Nondurable goods,229757.445,269,10110786.9176,0.02272399239272442
35,2016,Mining and logging,171430.3673,194,10110786.9176,0.016955195347019784
35,2016,Other services,390705.7168,453,10110786.9176,0.03864246373542821
35,2016,Professional and business services,1620792.5183,1917,10110786.9176,0.16030330097043802
35,2016,Retail trade,2069192.8593,2389,10110786.9176,0.20465200939979503
35,2016,Transportation and warehousing,345715.2599,409,10110786.9176,0.034192715435255414
35,2016,Utilities,144185.2476,169,10110786.9176,0.014260536669901978
35,2016,Wholesale trade,160413.5795,190,10110786.9176,0.015865587991055932
35,2017,Construction,837619.4834,882,10198318.6391,0.08213309595844515
35,2017,Education and health services,2407811.7911,2703,10198318.6391,0.23609889789759392
35,2017,Financial activities,373137.0195,418,10198318.6391,0.03658809189089323
35,2017,Government,734056.1454,800,10198318.6391,0.07197815359344178
35,2017,Information,82562.312,89,10198318.6391,0.00809567879978362
35,2017,Leisure and hospitality,310503.7324,315,10198318.6391,0.030446561182108926
35,2017,Manufacturing - Durable goods,246711.5442,274,10198318.6391,0.0241913939866633
35,2017,Manufacturing - Nondurable goods,248363.6426,270,10198318.6391,0.024353391121530798
35,2017,Mining and logging,165327.1317,172,10198318.6391,0.016211214568854663
35,2017,Other services,349404.7143,393,10198318.6391,0.03426101170838048
35,2017,Professional and business services,1687421.6266,1912,10198318.6391,0.16546076724162
35,2017,Retail trade,2002073.0096,2148,10198318.6391,0.19631402787554816
35,2017,Transportation and warehousing,374925.7012,405,10198318.6391,0.036763481753016414
35,2017,Utilities,177750.409,197,10198318.6391,0.017429383733756965
35,2017,Wholesale trade,200650.3761,222,10198318.6391,0.01967484868836255
35,2018,Construction,831339.0179,763,10516629.8773,0.0790499454292324
35,2018,Education and health services,2362021.9912,2472,10516629.8773,0.22459875632767032
35,2018,Financial activities,505424.5735,515,10516629.8773,0.04805955704412038
35,2018,Government,851548.5847,861,10516629.8773,0.08097162252881561
35,2018,Information,92146.6703,92,10516629.8773,0.008761996131374492
35,2018,Leisure and hospitality,284078.2717,273,10516629.8773,0.02701229148637997
35,2018,Manufacturing - Durable goods,268777.0582,265,10516629.8773,0.02555733741092777
35,2018,Manufacturing - Nondurable goods,233810.2606,234,10516629.8773,0.022232432188630715
35,2018,Mining and logging,196041.5203,191,10516629.8773,0.01864109725142585
35,2018,Other services,370306.7548,371,10516629.8773,0.035211542016830126
35,2018,Professional and business services,1628441.1499,1680,10516629.8773,0.1548443911119253
35,2018,Retail trade,2059842.1043,2034,10516629.8773,0.19586522758076147
35,2018,Transportation and warehousing,405193.2568,400,10516629.8773,0.03852881213159398
35,2018,Utilities,191239.9939,202,10516629.8773,0.018184532129707148
35,2018,Wholesale trade,236418.6692,234,10516629.8773,0.022480459230604516
35,2019,Construction,791382.5361,735,10578492.1161,0.07481052378869296
35,2019,Education and health services,2204261.5083,2238,10578492.1161,0.20837199518683866
35,2019,Financial activities,558272.1384,553,10578492.1161,0.05277426425930161
35,2019,Government,816229.02,798,10578492.1161,0.07715929747281612
35,2019,Information,53310.7234,53,10578492.1161,0.005039538982958018
35,2019,Leisure and hospitality,282343.5418,272,10578492.1161,0.02669033910516278
35,2019,Manufacturing - Durable goods,285810.2492,282,10578492.1161,0.027018051917343622
35,2019,Manufacturing - Nondurable goods,296628.8371,273,10578492.1161,0.0280407485154282
35,2019,Mining and logging,220464.8104,205,10578492.1161,0.020840854063166738
35,2019,Other services,382423.509,363,10578492.1161,0.03615104164212291
35,2019,Professional and business services,1881317.4355,1852,10578492.1161,0.1778436297775103
35,2019,Retail trade,1989845.3804,1866,10578492.1161,0.18810293173745837
35,2019,Transportation and warehousing,425836.5533,405,10578492.1161,0.04025493885389351
35,2019,Utilities,176627.0402,169,10578492.1161,0.016696806904188302
35,2019,Wholesale trade,213738.83299999998,203,10578492.1161,0.020205037793117876
35,2020,Construction,766428.9652,639,9901863.8884,0.07740249450387507
35,2020,Education and health services,2458105.0988,2206,9901863.8884,0.24824670652963243
35,2020,Financial activities,500358.8996,435,9901863.8884,0.05053178929132411
35,2020,Government,869024.6692,719,9901863.8884,0.08776374619914333
35,2020,Information,98613.4151,80,9901863.8884,0.009959076009469821
35,2020,Leisure and hospitality,176561.2996,152,9901863.8884,0.01783111761482007
35,2020,Manufacturing - Durable goods,315721.4607,284,9901863.8884,0.031885053587725705
35,2020,Manufacturing - Nondurable goods,194903.4733,159,9901863.8884,0.019683513679513286
35,2020,Mining and logging,182299.7453,145,9901863.8884,0.018410649485251313
35,2020,Other services,222331.106,193,9901863.8884,0.022453460126881784
35,2020,Professional and business services,1669025.7923,1436,9901863.8884,0.16855672943103756
35,2020,Retail trade,1653291.7383,1357,9901863.8884,0.16696773021055417
35,2020,Transportation and warehousing,433069.3808,356,9901863.8884,0.04373614762644226
35,2020,Utilities,184542.4929,149,9901863.8884,0.018637147003827324
35,2020,Wholesale trade,177586.3513,155,9901863.8884,0.017934638700501816
35,2021,Construction,771606.1461,654,10195657.4084,0.07567988165866471
35,2021,Education and health services,2437678.6333,2134,10195657.4084,0.23908989245672818
35,2021,Financial activities,496305.1502,437,10195657.4084,0.0486780920856662
35,2021,Government,784596.2629,697,10195657.4084,0.0769539649550785
35,2021,Information,91731.6123,73,10195657.4084,0.008997125798325093
35,2021,Leisure and hospitality,239355.64919999999,212,10195657.4084,0.023476234990281217
35,2021,Manufacturing - Durable goods,406526.1646,347,10195657.4084,0.03987248181417622
35,2021,Manufacturing - Nondurable goods,159757.0792,130,10195657.4084,0.015669129787391576
35,2021,Mining and logging,112982.7656,93,10195657.4084,0.011081459593465327
35,2021,Other services,295236.2923,237,10195657.4084,0.028957062842927685
35,2021,Professional and business services,1576045.1912,1350,10195657.4084,0.1545800460009109
35,2021,Retail trade,2016890.3764,1680,10195657.4084,0.1978185707513401
35,2021,Transportation and warehousing,455854.5391,367,10195657.4084,0.0447106567865286
35,2021,Utilities,153519.6808,131,10195657.4084,0.015057359682713368
35,2021,Wholesale trade,197571.8652,167,10195657.4084,0.019378040795802385
35,2022,Construction,985402.443,783,10406238.236,0.09469343490436692
35,2022,Education and health services,2350691.2841,1958,10406238.236,0.22589251089484666
35,2022,Financial activities,497740.8854,412,10406238.236,0.04783101002609028
35,2022,Government,796539.1502,639,10406238.236,0.07654438925340014
35,2022,Information,89309.6721,73,10406238.236,0.008582320534526728
35,2022,Leisure and hospitality,210168.9567,180,10406238.236,0.02019643909101833
35,2022,Manufacturing - Durable goods,333093.283,265,10406238.236,0.03200900031748995
35,2022,Manufacturing - Nondurable goods,148056.9205,111,10406238.236,0.014227708144120948
35,2022,Mining and logging,141812.8069,110,10406238.236,0.013627672525255456
35,2022,Other services,286406.4385,221,10406238.236,0.027522571750201473
35,2022,Professional and business services,1940834.0111,1582,10406238.236,0.18650678247839414
35,2022,Retail trade,1879171.5174,1469,10406238.236,0.1805812508596118
35,2022,Transportation and warehousing,470755.4942,356,10406238.236,0.045237816348605076
35,2022,Utilities,131917.0239,105,10406238.236,0.012676725336119818
35,2022,Wholesale trade,144338.349,117,10406238.236,0.013870367535952307
35,2023,Construction,865643.8172,630,10594032.9759,0.08171050809160434
35,2023,Education and health services,2424353.8152,1839,10594032.9759,0.22884144505827753
35,2023,Financial activities,515056.5579,400,10594032.9759,0.04861760946673325
35,2023,Government,935144.7943,701,10594032.9759,0.08827089706321743
35,2023,Information,73538.5336,51,10594032.9759,0.006941505068682556
35,2023,Leisure and hospitality,211783.2919,159,10594032.9759,0.019990809201913803
35,2023,Manufacturing - Durable goods,323094.8292,243,10594032.9759,0.030497812300093578
35,2023,Manufacturing - Nondurable goods,211272.3546,155,10594032.9759,0.01994258042056469
35,2023,Mining and logging,188245.073,141,10594032.9759,0.01776897178140112
35,2023,Other services,358630.3305,269,10594032.9759,0.03385210630510928
35,2023,Professional and business services,1901626.6569,1451,10594032.9759,0.17949978645771114
35,2023,Retail trade,1905469.5348,1367,10594032.9759,0.17986252630463648
35,2023,Transportation and warehousing,362210.3247,270,10594032.9759,0.034190031834333515
35,2023,Utilities,203020.6062,146,10594032.9759,0.019163675123708278
35,2023,Wholesale trade,114942.4559,87,10594032.9759,0.010849735522013064
35,2024,Construction,851209.4183,623,10949741.504900001,0.07773785508261401
35,2024,Education and health services,2447467.8295,1836,10949741.504900001,0.22351832035530336
35,2024,Financial activities,500185.1532,375,10949741.504900001,0.045680087788023814
35,2024,Government,1067012.9572,768,10949741.504900001,0.09744640608387993
35,2024,Information,82833.2484,62,10949741.504900001,0.007564858801728989
35,2024,Leisure and hospitality,201525.8431,143,10949741.504900001,0.01840462105975902
35,2024,Manufacturing - Durable goods,387731.1144,278,10949741.504900001,0.03541007011229358
35,2024,Manufacturing - Nondurable goods,236513.3822,170,10949741.504900001,0.02159990554061577
35,2024,Mining and logging,239661.5423,165,10949741.504900001,0.021887415533302923
35,2024,Other services,331110.5565,241,10949741.504900001,0.03023912083694654
35,2024,Professional and business services,1918165.7755,1429,10949741.504900001,0.17517909209469668
35,2024,Retail trade,1979196.6179,1383,10949741.504900001,0.1807528165860638
35,2024,Transportation and warehousing,365404.9861,263,10949741.504900001,0.033371106152275974
35,2024,Utilities,195547.9399,138,10949741.504900001,0.017858680938951155
35,2024,Wholesale trade,146175.1404,105,10949741.504900001,0.013349643033544375
35,2025,Construction,857134.2499,680,9930764.7701,0.08631100119103606
35,2025,Education and health services,2191592.064,1800,9930764.7701,0.22068713887963043
35,2025,Financial activities,493225.9063,398,9930764.7701,0.049666457490265714
35,2025,Government,905406.0614,687,9930764.7701,0.09117183644567213
35,2025,Information,62387.8116,49,9930764.7701,0.006282276646793616
35,2025,Leisure and hospitality,190101.1453,150,9930764.7701,0.019142649101141256
35,2025,Manufacturing - Durable goods,326250.7203,243,9930764.7701,0.03285252725774863
35,2025,Manufacturing - Nondurable goods,190511.9951,149,9930764.7701,0.01918402051709071
35,2025,Mining and logging,206910.0464,154,9930764.7701,0.020835258027959158
35,2025,Other services,294480.0682,235,9930764.7701,0.029653312208807327
35,2025,Professional and business services,1671468.0745,1286,9930764.7701,0.1683121202842839
35,2025,Retail trade,1850084.9517,1376,9930764.7701,0.18629833598217133
35,2025,Transportation and warehousing,390938.9322,319,9930764.7701,0.03936644772586466
35,2025,Utilities,184071.3068,137,9930764.7701,0.018535461372945847
35,2025,Wholesale trade,116201.4364,92,9930764.7701,0.011701156868589276
35,2026,Construction,127879.4765,116,1737455.1883999999,0.07360159695270332
35,2026,Education and health services,422059.75059999997,395,1737455.1883999999,0.242918351746769
35,2026,Financial activities,76073.20420000001,69,1737455.1883999999,0.04378426834136358
35,2026,Government,177152.9123,159,1737455.1883999999,0.10196114034062533
35,2026,Information,13118.0492,11,1737455.1883999999,0.007550151098907041
35,2026,Leisure and hospitality,33239.157699999996,30,1737455.1883999999,0.019130943878103417
35,2026,Manufacturing - Durable goods,39925.05,37,1737455.1883999999,0.022979038692080726
35,2026,Manufacturing - Nondurable goods,21770.1672,21,1737455.1883999999,0.012529915790258663
35,2026,Mining and logging,37023.3267,32,1737455.1883999999,0.021308939043253428
35,2026,Other services,41410.1814,41,1737455.1883999999,0.023833812622318106
35,2026,Professional and business services,297141.7234,259,1737455.1883999999,0.17102123000572694
35,2026,Retail trade,325895.8185,272,1737455.1883999999,0.18757077631458988
35,2026,Transportation and warehousing,85700.0389,79,1737455.1883999999,0.049325035530222834
35,2026,Utilities,27301.7379,29,1737455.1883999999,0.015713635714047866
35,2026,Wholesale trade,11764.5939,13,1737455.1883999999,0.006771163929029941
36,1976,Construction,3069040.98,1871,78558901.77,0.03906675005444135
36,1976,Education and health services,14805462.59,8909,78558901.77,0.18846320730585744
36,1976,Financial activities,5925787.14,3558,78558901.77,0.07543113519266297
36,1976,Government,3721124.34,2243,78558901.77,0.04736731619408941
36,1976,Information,1342456.69,810,78558901.77,0.01708853687810407
36,1976,Leisure and hospitality,1016510.23,613,78558901.77,0.012939465892434153
36,1976,Manufacturing - Durable goods,8954219.85,5448,78558901.77,0.11398097030703946
36,1976,Manufacturing - Nondurable goods,7807509.0,4708,78558901.77,0.09938414137787151
36,1976,Mining and logging,109344.77,69,78558901.77,0.0013918826197460476
36,1976,Other services,3559470.22,2177,78558901.77,0.045309572051060516
36,1976,Professional and business services,6740600.55,4033,78558901.77,0.0858031413134405
36,1976,Retail trade,11990903.45,7284,78558901.77,0.1526358334935262
36,1976,Transportation and warehousing,4628214.94,2763,78558901.77,0.05891394655121591
36,1976,Utilities,1141558.33,694,78558901.77,0.01453124094507056
36,1976,Wholesale trade,3746698.69,2273,78558901.77,0.04769285982343997
36,1977,Construction,3242917.96,1892,80812025.4,0.04012915087758708
36,1977,Education and health services,14559003.76,8605,80812025.4,0.1801588771960169
36,1977,Financial activities,5972794.21,3551,80812025.4,0.07390972049563306
36,1977,Government,3833672.74,2283,80812025.4,0.047439384435970344
36,1977,Information,1357604.77,814,80812025.4,0.01679953897059484
36,1977,Leisure and hospitality,1100525.04,649,80812025.4,0.013618332600286491
36,1977,Manufacturing - Durable goods,9614616.19,5691,80812025.4,0.11897506766363015
36,1977,Manufacturing - Nondurable goods,7543689.7,4444,80812025.4,0.09334860328844077
36,1977,Mining and logging,70354.61,40,80812025.4,0.0008705958012036163
36,1977,Other services,3743640.64,2246,80812025.4,0.046325291582160984
36,1977,Professional and business services,7512474.05,4443,80812025.4,0.09296232847543504
36,1977,Retail trade,12604666.74,7457,80812025.4,0.15597513708646632
36,1977,Transportation and warehousing,4730696.65,2775,80812025.4,0.058539513476913795
36,1977,Utilities,1161048.87,691,80812025.4,0.014367278437250998
36,1977,Wholesale trade,3764319.47,2247,80812025.4,0.04658117961240951
36,1978,Construction,3720559.4,1997,87085320.62,0.04272315211693137
36,1978,Education and health services,15956253.12,8694,87085320.62,0.18322551959848316
36,1978,Financial activities,6818331.62,3754,87085320.62,0.07829484431425637
36,1978,Government,3923683.22,2148,87085320.62,0.045055621223709284
36,1978,Information,1483017.34,815,87085320.62,0.017029475569955134
36,1978,Leisure and hospitality,1206116.44,657,87085320.62,0.013849824877638486
36,1978,Manufacturing - Durable goods,10911816.63,5914,87085320.62,0.1253002980561341
36,1978,Manufacturing - Nondurable goods,8024387.85,4393,87085320.62,0.09214397780097418
36,1978,Mining and logging,51537.49,26,87085320.62,0.000591804561699735
36,1978,Other services,3758707.74,2047,87085320.62,0.043161209182443726
36,1978,Professional and business services,8081371.99,4406,87085320.62,0.09279832619854916
36,1978,Retail trade,13386247.34,7292,87085320.62,0.15371416496715196
36,1978,Transportation and warehousing,5081072.22,2758,87085320.62,0.05834590932002702
36,1978,Utilities,1250334.1,674,87085320.62,0.014357575893368744
36,1978,Wholesale trade,3431884.12,1887,87085320.62,0.039408296318677545
36,1979,Construction,3996638.87,2173,89124906.26,0.0448431200403262
36,1979,Education and health services,16689145.59,9272,89124906.26,0.1872556874428964
36,1979,Financial activities,6944727.56,3965,89124906.26,0.07792128880046689
36,1979,Government,3988387.89,2222,89124906.26,0.04475054232724643
36,1979,Information,1479303.1,839,89124906.26,0.016598088705804603
36,1979,Leisure and hospitality,1255686.2,719,89124906.26,0.014089060540909228
