STATEFIP,YEAR,mean_routine,mean_abstract,mean_manual,total_emp
46,2006,2.3536519096683874,3.6913601478611135,2.45819767431726,1763679.5608999997
46,2007,2.3415925030949327,3.709960594026571,2.4136540159354616,1816886.9568000003
46,2008,2.350472858710222,3.697449360621981,2.4088383213574374,1838489.1386
46,2009,2.3422196686569543,3.6961037643734094,2.4212463460597395,1826294.6607000001
46,2010,2.3399674343791768,3.7002476923550973,2.4015661809138784,1782311.472
46,2011,2.3378428715859987,3.7030488090377913,2.392232739799771,1853318.4172
46,2012,2.3378283158328568,3.7067218852570254,2.4001377376402937,1784807.7103999997
46,2013,2.3437799460770976,3.7028396880055476,2.403142737139227,1873145.4796
46,2014,2.3437013340509676,3.6991119346055448,2.39671548055022,1928000.9703
46,2015,2.3218922348593267,3.700475063723493,2.374561446018352,1966792.5114
46,2016,2.3266870409787885,3.704748390930387,2.38558638632236,1940024.1278
46,2017,2.311127372708909,3.722090927752135,2.342002827242624,1915871.7015
46,2018,2.3389117845759855,3.721998190256096,2.3574565392116296,1945772.0543
46,2019,2.33540138948957,3.703283309264599,2.339434570616669,2082999.5691999998
46,2020,2.3465631583170943,3.696308093395232,2.36378164445311,2056303.0081999998
46,2021,2.342903282240693,3.692556087710652,2.373440340437861,2147680.2278
46,2022,2.318875211259958,3.7180918913369,2.369104846806082,2223660.7276
46,2023,2.3316938312867643,3.7109369016018943,2.3556276211569345,2265818.4744
46,2024,2.314768571302492,3.7221026686921905,2.330084225207988,2355800.0242
46,2025,2.331636333775791,3.7091935491974257,2.3585846119426974,2206675.2636
46,2026,2.3095618592748917,3.727690027068998,2.3436676716465614,358935.5111
47,1976,2.2662138476074207,3.722969908922865,2.3470400181873834,12874771.71
47,1977,2.274879531432462,3.7243646846525,2.352607352504211,9704099.809999999
47,1978,2.2882431288216893,3.7257950030738956,2.361724823769736,5433983.92
47,1979,2.288786827378692,3.7271684703057835,2.3711516674863393,5762664.12
47,1980,2.2771339011891776,3.742602776131972,2.34745676486305,5945202.0
47,1981,2.2780866925985768,3.7375179563679453,2.349404578919642,6195475.92
47,1982,2.2821635723671316,3.7287265894392942,2.352315576453008,6137865.9
47,1983,2.2966205474740686,3.709199961880021,2.3522867216651107,5510842.48
47,1984,2.2919440400771665,3.706271262019513,2.34756862174873,5990310.33
47,1985,2.293674626198458,3.6995738458855247,2.3499956800363586,6121604.7700000005
47,1986,2.2888053952586183,3.703961619625626,2.336010708606171,5942065.35
47,1987,2.2985181267630836,3.6997279029855625,2.3453232522382335,6488601.140000001
47,1988,2.2969915771120917,3.7131306780010935,2.330151434604108,6201735.73
47,1989,2.29225133696939,3.7117012058104746,2.3206681418778192,6641770.630000001
47,1990,2.290268293742829,3.7143392604858936,2.298195523437684,7021855.970000001
47,1991,2.283797386910681,3.712126439206162,2.3085376040674968,7110444.8999999985
47,1992,2.325629189108018,3.682121662401099,2.3382176173209017,7499636.58
47,1993,2.3362525659936595,3.668430964839709,2.3383835008388125,7488770.039999999
47,1994,2.2988034039965877,3.702176178994229,2.32851278891524,8358780.043
47,1995,2.2979484080841406,3.703196309069201,2.3078651779206605,8878742.9195
47,1996,2.2570425375279206,3.7018266213773736,2.289651637260165,9357196.278299998
47,1997,2.2717893026489926,3.6943909495434153,2.2839301316516565,9841509.5535
47,1998,2.3009884524028035,3.692830540103284,2.2963802923095034,10097509.0647
47,1999,2.294077394659525,3.688233086490791,2.3000944885062444,10407959.762600001
47,2000,2.2782979183229752,3.6994858334384793,2.2626732513933923,11276240.764800001
47,2001,2.2703109031103645,3.7040017695372427,2.2520007661450445,10698097.373
47,2002,2.2735104203278063,3.690634838111388,2.267276406703377,10816943.4878
47,2003,2.2856732616492637,3.7076000324946556,2.2595540101949125,10441824.9187
47,2004,2.2832702237277753,3.691729783524915,2.244977760391332,10407639.444200002
47,2005,2.2885282399058724,3.6975726740632187,2.2576157793447105,10407163.960099999
47,2006,2.293155740550734,3.7042825718632137,2.246833181823751,10636766.218999999
47,2007,2.2968971219285113,3.7082970511023445,2.249634133687659,10617458.215599999
47,2008,2.2867425889164616,3.6998450572815402,2.234029701707805,10834203.5169
47,2009,2.2721968805352284,3.707106436178883,2.219449860540197,10979835.7513
47,2010,2.2798378131685944,3.6919114474918295,2.2335106087136603,11133116.3068
47,2011,2.287572565533326,3.6942738219066023,2.252809442463901,11574044.641
47,2012,2.2803573447986394,3.707748637730739,2.2451234656619707,11738658.4974
47,2013,2.2703941855775946,3.7105140300160873,2.214643213184366,11354718.1907
47,2014,2.2684297098649977,3.6990457931242466,2.2044371616299494,11513909.3206
47,2015,2.276951606267326,3.705324636362612,2.220985829795152,12402532.0299
47,2016,2.291578097615764,3.713984184076055,2.244556955856704,12905188.5548
47,2017,2.2769450338586137,3.7131162646791536,2.2199592383714157,13418041.8752
47,2018,2.2846202918273173,3.7147390808571967,2.2302084940768423,13807800.0772
47,2019,2.2662608581726627,3.721843064947326,2.2292797516617298,14301599.6118
47,2020,2.274646245871887,3.7332904174274537,2.228819731348314,14387997.9855
47,2021,2.290250878279875,3.7257772398119835,2.251349523884907,14587111.752400002
47,2022,2.2787529032603424,3.721747626948622,2.226020276671459,15532915.685999999
47,2023,2.286563707553771,3.7213223356478125,2.2329028014448378,15916840.9749
47,2024,2.2930284971921875,3.7335898919001123,2.2322642225608296,16183019.9405
47,2025,2.2881774653404414,3.7388519703678895,2.247981127220329,15229858.5378
47,2026,2.3131745668686525,3.728433173403101,2.297546779672234,2728668.1771
48,1976,2.2495618709170575,3.733553143039246,2.3075575622082023,18939352.669999998
48,1977,2.2432602115740323,3.7387761478775134,2.3013425099366676,19097541.55
48,1978,2.2440728161186208,3.7330055827195077,2.2946135556437564,20474590.84
48,1979,2.2513479777338934,3.731967786744031,2.3029669984190497,21248181.27
48,1980,2.2542127584801204,3.7329627719988827,2.2980268851008425,22736617.110000003
48,1981,2.2625998523493913,3.7299378345575045,2.2923546215107864,23185567.11
48,1982,2.259834623483464,3.737729645952794,2.2864013327450228,25478777.310000002
48,1983,2.271125049582481,3.71617485137917,2.2956125202290205,23835286.39
48,1984,2.272147138073219,3.715466329004368,2.300411984444032,25827722.84
48,1985,2.2609381326518787,3.716291865559722,2.2659857556904504,24676242.92
48,1986,2.263814093531389,3.71655367401281,2.2548327615666444,25442612.700000003
48,1987,2.2569883831393707,3.721425566002762,2.254597886234942,27099091.500000004
48,1988,2.2555383374707794,3.7233881941350737,2.257063659824997,28210898.08
48,1989,2.2380812677090436,3.7318754262327105,2.2442341557152106,28191485.020000003
48,1990,2.254936555870719,3.7162447660262226,2.2615705189876456,29264204.19
48,1991,2.264049451142655,3.712308091165337,2.2606815896529997,30004400.61
48,1992,2.283602316042082,3.6934735582000258,2.2599920488117817,30702967.5
48,1993,2.269081652931537,3.7000748356300392,2.2473526662271293,32442082.2
48,1994,2.2591642766099165,3.7081097448910465,2.250556236493814,33008163.4569
48,1995,2.2689220106242516,3.7060490185072448,2.2678713064644827,35396731.7225
48,1996,2.277445277183986,3.7014300285986312,2.2637156278505772,36252372.3819
48,1997,2.27102461306838,3.707735309184261,2.262063742701909,37587440.576900005
48,1998,2.2671659401225135,3.7128630233249886,2.2619942518559824,39260002.0192
48,1999,2.257046704088445,3.7132523290860835,2.2582742033644703,40994369.3509
48,2000,2.265591693503167,3.7091596955678,2.251605203860021,40180838.483799994
48,2001,2.2695874793626487,3.7011644065562344,2.2530346266339834,40679368.391499996
48,2002,2.2661739729804515,3.711743226337204,2.2565608205343874,41031968.3018
48,2003,2.264469025931073,3.7128756655762505,2.2167791395021355,39092948.9644
48,2004,2.2701601954924895,3.7181407779316746,2.208161564486369,40752141.6711
48,2005,2.270885022985218,3.7154997945463575,2.213452094987255,40902492.5032
48,2006,2.2737132088310137,3.716837446046306,2.21522883190285,42720830.959199995
48,2007,2.2724616191373923,3.7177980408334657,2.2152546250244405,42452964.4576
48,2008,2.2654668847862767,3.7186333315789755,2.209284759471568,43489353.936000004
48,2009,2.2646250648521464,3.7219110001707763,2.201422700464203,44658810.6966
48,2010,2.279727981555785,3.714468054255183,2.2301853373752847,44121811.714
48,2011,2.2655826214119084,3.7254908935703845,2.209730353383231,45879549.502
